시장/마트 번호,시장/마트 이름,품목 이름,가격(원),년도-월,점검일자,시장유형 구분(시장/마트) 코드,시장유형 구분(시장/마트) 이름,자치구 이름
62,후암시장,배추(2.5~3kg),2000,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,무(세척무),2000,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,양파(1.5kg망),2500,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,상추(100g),1500,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,오이(다다기),700,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,애호박,1500,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,쇠고기(한우1등급),27000,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,돼지고기(생삼겹살),1200,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,닭고기(육계),5000,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,달걀(10개),2850,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,달걀(30개),5800,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,조기(국산생물),2500,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,명태(러시아냉동),3000,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,오징어(생물국산),3500,18-May,2018-05-31,1,전통시장,용산구
62,후암시장,고등어(생물국산),3000,18-May,2018-05-31,1,전통시장,용산구
66,수유재래시장,사과(부사 300g),2500,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,배(신고 600g),2500,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,배추(2.5~3kg),4000,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,무(1kg),2000,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,양파(1.5kg망),3500,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,상추(100g),400,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,오이(다다기),500,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,애호박,1500,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,쇠고기(한우2등급),21000,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,돼지고기(생삼겹살),9900,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,닭고기,5500,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,달걀(10개),2000,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,달걀(30개),6000,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,조기(냉동수입산),5000,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,명태(러시아냉동),4000,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,오징어(냉동국산),2500,18-May,2018-05-31,1,전통시장,강북구
66,수유재래시장,고등어(생물국산),6000,18-May,2018-05-31,1,전통시장,강북구
72,금남시장,사과,1230,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,배(신고 600g),1400,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,배추(2.5~3kg),3000,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,무,2000,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,양파(1.5kg망),2000,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,상추,300,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,오이(다다기),500,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,호박(인큐베이터),1500,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,쇠고기(한우1등급),23000,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,돼지고기(생삼겹살),13000,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,닭고기,5000,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,달걀(10개),2000,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,달걀(30개),4000,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,조기(국산냉동),1000,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,명태(냉동수입산),2500,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,오징어(냉동국산),4500,18-May,2018-05-31,1,전통시장,성동구
72,금남시장,고등어(생물국산),1500,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,사과(부사 300g),1480,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,배(신고 600g),1500,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,배추(2.5~3kg),2700,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,무(세척무),2000,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,양파(1.5kg망),1500,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,상추(100g),400,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,오이,700,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,호박,2000,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,쇠고기(한우불고기),23500,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,돼지고기(삼겹살),12000,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,닭고기,5000,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,달걀(10개),2500,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,달걀(30개),4000,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,조기(냉동국산),1000,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,명태(러시아냉동),2000,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,오징어(냉동국산),5000,18-May,2018-05-31,1,전통시장,성동구
73,뚝도시장,고등어(생물국산),2000,18-May,2018-05-31,1,전통시장,성동구
78,자양골목시장,사과(부사 300g),2500,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,배(신고 600g),3000,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,배추(2.5~3kg),1970,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,무(1kg),1500,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,양파(1.5kg망),2800,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,상추(100g),890,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,오이,650,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,호박(인큐베이터),1350,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,쇠고기(한우불고기),24000,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,돼지고기(삼겹살),13800,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,닭고기(육계),6500,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,달걀(10개),2990,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,달걀(30개),6290,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,냉동참조기(20cm국산),2000,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,명태(냉동수입산),3000,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,오징어(생물국산),2500,18-May,2018-05-30,1,전통시장,광진구
78,자양골목시장,고등어(생물국산),2500,18-May,2018-05-30,1,전통시장,광진구
84,청량리종합시장,사과(부사 300g),1000,18-May,2018-05-31,1,전통시장,동대문구
84,청량리종합시장,배(신고 600g),1300,18-May,2018-05-31,1,전통시장,동대문구
84,청량리종합시장,배추(2.5~3kg),2500,18-May,2018-05-31,1,전통시장,동대문구
84,청량리종합시장,무(1kg),2000,18-May,2018-05-31,1,전통시장,동대문구
84,청량리종합시장,양파,1000,18-May,2018-05-31,1,전통시장,동대문구
84,청량리종합시장,상추,500,18-May,2018-05-31,1,전통시장,동대문구
84,청량리종합시장,오이(다다기),400,18-May,2018-05-31,1,전통시장,동대문구
84,청량리종합시장,애호박,1500,18-May,2018-05-31,1,전통시장,동대문구
84,청량리종합시장,쇠고기(한우불고기),28000,18-May,2018-05-31,1,전통시장,동대문구
